publication,pages,note,chapter,venue
http://localhost/publications/articles/Journal16/1970/Article544,93,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article545,69,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article546,19,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article547,144,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article548,,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article549,38,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article669,92,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article688,92,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article707,123,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal16/1970/Article726,50,,,http://localhost/publications/journals/Journal16/1970
http://localhost/publications/articles/Journal17/1970/Article550,43,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article551,79,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article552,137,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article553,61,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article554,101,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article555,23,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article556,109,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article557,45,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article558,76,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article559,103,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article560,145,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article561,6,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article562,128,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article563,185,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article564,30,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article565,,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article566,71,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article567,16,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article568,199,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article569,45,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article570,193,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article571,32,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article572,135,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article573,101,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article574,148,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article575,152,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article576,120,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article577,192,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article578,139,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article579,130,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article580,180,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article581,134,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article582,162,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article583,194,exedra rotted mom hubcap muskiness casement manures valorized semiprecious,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article584,,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article585,163,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article586,191,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article587,10,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article588,101,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article589,33,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article590,50,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article670,171,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article689,179,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article708,133,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal17/1970/Article727,131,,,http://localhost/publications/journals/Journal17/1970
http://localhost/publications/articles/Journal18/1970/Article591,46,chastened suppurate microsurgeries goddaughters dullest writing collectivizes nonconstructive godlessness disloyal unreplaceable bonbon,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article592,60,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article593,70,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article594,41,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article595,86,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article596,193,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article597,83,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article598,182,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article599,46,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article600,196,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article601,152,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article602,196,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article603,140,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article604,40,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article605,39,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article606,90,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article607,44,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article608,58,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article609,110,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article610,9,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article611,5,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article612,23,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article613,43,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article614,18,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article615,120,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article616,19,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article617,55,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article618,30,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article619,19,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article620,167,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article621,37,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article622,114,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article623,137,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article671,158,hencoop administerial scullers epicentral eructate soloed dictaphones paucities debarked unitized,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article690,156,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal18/1970/Article709,105,,,http://localhost/publications/journals/Journal18/1970
http://localhost/publications/articles/Journal19/1970/Article624,193,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article625,150,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article626,130,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article627,173,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article628,12,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article629,121,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article630,53,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article631,135,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article632,192,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article633,26,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article634,134,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article635,49,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article636,158,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article637,,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article638,180,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article639,179,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article640,43,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article641,178,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article642,67,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article643,108,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article644,59,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article645,102,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article646,80,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article647,134,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article648,174,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article649,11,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article650,160,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article651,,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article652,24,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article653,152,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article672,10,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article691,195,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal19/1970/Article710,19,,,http://localhost/publications/journals/Journal19/1970
http://localhost/publications/articles/Journal1/1971/Article1,134,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article2,100,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article3,121,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article4,70,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article5,9,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article6,21,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article7,159,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article8,83,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article9,174,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article10,58,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article11,180,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article12,22,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article13,82,alginates unapproved infarcts merer tipis caseworker footsie cameoed knitting underwind miseducating,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article14,163,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article15,36,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article16,19,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article17,174,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article18,144,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article19,,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article20,79,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article21,187,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article22,112,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article23,125,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article24,176,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article25,189,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article26,133,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article27,8,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article28,141,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article29,14,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article30,90,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article31,,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article32,12,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article33,145,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article34,37,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article35,182,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article36,156,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal1/1971/Article37,169,,,http://localhost/publications/journals/Journal1/1971
http://localhost/publications/articles/Journal2/1971/Article38,115,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article39,,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article40,67,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article41,111,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article42,78,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article43,90,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article44,165,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article45,103,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article46,3,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article47,,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article48,174,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article49,9,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article50,28,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article51,124,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article52,144,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article53,23,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article54,179,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article55,35,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article56,111,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article57,189,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article58,23,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article59,23,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article60,69,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article61,88,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article62,154,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article63,72,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article64,8,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article65,64,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article66,53,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article67,,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article68,50,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article69,175,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article70,87,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article71,119,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article72,61,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article73,100,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article74,135,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article75,48,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article76,99,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article77,125,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal2/1971/Article78,161,,,http://localhost/publications/journals/Journal2/1971
http://localhost/publications/articles/Journal3/1971/Article79,118,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article80,158,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article81,86,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article82,55,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article83,51,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article84,119,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article85,165,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article86,99,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article87,54,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article88,66,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article89,145,inundation tubful thatching details vender wellspring ungracefully creations yonker annihilated,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article90,,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article91,59,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article92,141,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article93,178,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article94,66,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article95,,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article96,180,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article97,116,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article98,131,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article99,,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article100,55,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article101,73,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article102,137,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article103,139,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article104,48,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article105,27,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article106,145,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article107,148,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article108,7,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article109,175,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article110,31,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article111,102,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article112,71,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article113,52,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article114,120,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article115,135,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article116,143,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article117,189,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article118,100,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article119,65,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article120,15,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article121,119,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article122,77,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal3/1971/Article123,80,,,http://localhost/publications/journals/Journal3/1971
http://localhost/publications/articles/Journal4/1971/Article124,145,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article125,95,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article126,20,asymptotical hardheartedness characterization radiologically denouncer soothsaid prevaricator insulting inconclusively bastes,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article127,34,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article128,192,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article129,112,trusty redresses nonconclusive howitzer bathhouse vaults pacifically osteitic commodiousness lumpers,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article130,41,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article131,170,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article132,131,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article133,,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article134,91,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article135,158,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article136,178,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article137,47,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article138,14,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article139,171,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article140,195,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article141,6,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article142,102,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article143,167,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article144,185,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article145,156,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article146,146,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article147,126,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article148,42,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article149,199,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article150,161,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article151,59,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article152,104,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article153,171,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article154,24,amicabilities overshoe eyelashes descriptiveness jacked institutionalizes carding flaccidities drummers archiving jerker,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article155,131,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article156,56,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article157,8,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article158,14,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article159,29,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article160,25,,,http://localhost/publications/journals/Journal4/1971
http://localhost/publications/articles/Journal4/1971/Article161,70,,,http://localhost/publications/journals/Journal4/1971
