publication,type
http://localhost/publications/articles/Journal9/1971/Article346,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article347,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article348,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article349,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article350,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article351,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article352,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article353,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article354,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article355,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article356,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article357,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article358,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article359,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article360,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article361,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article362,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article363,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article364,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article365,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article366,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article367,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article368,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article369,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article370,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article371,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article372,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article373,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article374,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article375,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal9/1971/Article376,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article377,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article378,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article379,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article380,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article381,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article382,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article383,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article384,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article385,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article386,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article387,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article388,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article389,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article390,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article391,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article392,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article393,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article394,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article395,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article396,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article397,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article398,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article399,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article400,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article401,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article402,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article403,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article404,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article405,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article406,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article407,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article408,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article409,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article410,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article411,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article412,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article413,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article414,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article415,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article416,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article417,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal10/1971/Article418,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article419,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article420,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article421,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article422,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article423,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article424,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article425,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article426,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article427,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article428,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article429,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article430,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article431,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article432,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article433,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article434,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article435,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article436,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article437,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article438,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article439,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article440,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article441,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article442,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article443,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article444,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article445,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article446,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article447,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article448,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal11/1971/Article449,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article450,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article451,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article452,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article453,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article454,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article455,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article456,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article457,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article458,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article459,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article460,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article461,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article462,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article463,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article464,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article465,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article466,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article467,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article468,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article469,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article470,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article471,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article472,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article473,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article474,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article475,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article476,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article477,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article478,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article479,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article480,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article481,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article482,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article483,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article484,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article485,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article486,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article487,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article488,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article489,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article490,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article491,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal12/1971/Article492,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article493,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article494,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article495,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article496,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article497,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article498,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article499,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article500,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article501,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article502,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article503,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article504,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article505,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article506,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article507,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article508,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article509,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article510,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article511,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article512,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article513,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article514,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article515,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article516,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article517,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article518,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article519,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article520,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article521,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article522,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article523,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article524,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article525,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article526,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article527,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal13/1971/Article528,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article529,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article530,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article531,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article532,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article533,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article534,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article535,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article536,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article537,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article538,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article539,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article540,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article541,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article542,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article543,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article544,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article545,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article546,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article547,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article548,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article549,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article550,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article551,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article552,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article553,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article554,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article555,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article556,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article557,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article558,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article559,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article560,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article561,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article562,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article563,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article564,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article565,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article566,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article567,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article568,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article569,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article570,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article571,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article572,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article573,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article574,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal14/1971/Article575,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article576,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article577,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article578,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article579,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article580,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article581,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article582,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article583,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article584,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article585,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article586,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article587,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article588,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article589,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article590,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article591,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article592,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article593,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article594,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article595,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article596,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article597,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article598,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article599,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article600,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article601,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article602,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article603,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article604,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal15/1971/Article605,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article606,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article607,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article608,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article609,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article610,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article611,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article612,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article613,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article614,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article615,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article616,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article617,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article618,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article619,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article620,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article621,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article622,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article623,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article624,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article625,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article626,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article627,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article628,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article629,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article630,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article631,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article632,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article633,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article634,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article635,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article636,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article637,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article638,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article639,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article640,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article641,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article642,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article643,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article644,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article645,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article646,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article647,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal16/1971/Article648,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article649,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article650,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article651,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article652,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article653,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article654,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article655,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article656,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article657,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article658,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article659,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article660,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article661,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article662,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article663,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article664,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article665,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article666,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article667,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article668,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article669,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article670,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article671,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article672,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article673,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article674,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article675,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article676,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article677,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal17/1971/Article678,http://localhost/vocabulary/bench/Article
