yr,name,document
"",Otylia Lowdermilk,http://localhost/publications/articles/Journal2/1957/Article70
1944,Atsumori Bloyer,http://localhost/publications/incolls/1944/Incollection1
"",Arvel Tindle,http://localhost/publications/articles/Journal4/1957/Article131
"",Takehide Gauna,http://localhost/publications/articles/Journal1/1946/Article14
"",Ashalata Mede,http://localhost/publications/articles/Journal4/1960/Article136
"",Tonasha Bapties,http://localhost/publications/articles/Journal3/1961/Article88
"",AbdulFattaah Leisure,http://localhost/publications/articles/Journal6/1961/Article196
"",Lorie Boisjolie,http://localhost/publications/articles/Journal3/1962/Article60
"",Conceicao Taraborelli,http://localhost/publications/articles/Journal7/1962/Article239
"",Shunsuke Berka,http://localhost/publications/articles/Journal5/1963/Article157
"",Kaazima Pavich,http://localhost/publications/articles/Journal7/1963/Article238
"",Giovany Toliver,http://localhost/publications/articles/Journal9/1964/Article308
"",Kenzo Lionberger,http://localhost/publications/articles/Journal9/1964/Article322
"",Gervasius Detaeye,http://localhost/publications/articles/Journal5/1965/Article151
"",Vladlena Tlumacki,http://localhost/publications/articles/Journal2/1950/Article40
"",Kurtis Cast,http://localhost/publications/articles/Journal5/1966/Article171
"",Kurtis Cast,http://localhost/publications/articles/Journal2/1967/Article44
"",Diotima Sirk,http://localhost/publications/articles/Journal7/1966/Article288
"",Jaap Hongeva,http://localhost/publications/articles/Journal12/1966/Article449
"",Ignaz Ried,http://localhost/publications/articles/Journal3/1967/Article82
"",Malka Dancer,http://localhost/publications/articles/Journal9/1967/Article363
"",Atsuko Showers,http://localhost/publications/articles/Journal12/1967/Article441
"",Bennet Melendes,http://localhost/publications/articles/Journal2/1951/Article56
"",Bennet Melendes,http://localhost/publications/articles/Journal1/1952/Article6
"",Cira Lasorsa,http://localhost/publications/articles/Journal13/1967/Article508
"",Sofronio Sau,http://localhost/publications/articles/Journal11/1968/Article463
"",Kanbe Vogan,http://localhost/publications/articles/Journal13/1968/Article521
"",Walaka Clavelle,http://localhost/publications/articles/Journal3/1969/Article106
"",Apikale Jakiela,http://localhost/publications/articles/Journal4/1969/Article130
"",Evdoka Hennigan,http://localhost/publications/articles/Journal7/1969/Article288
"",Hamdi Waln,http://localhost/publications/articles/Journal14/1969/Article504
"",Takuboku Aicklen,http://localhost/publications/articles/Journal1/1953/Article14
"",Ada Branscomb,http://localhost/publications/articles/Journal16/1969/Article602
"",Vassa Okumoto,http://localhost/publications/articles/Journal1/1970/Article19
"",Lars Prada,http://localhost/publications/articles/Journal16/1970/Article535
1970,Bethan Olvey,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding338
"",Llundein Lafoon,http://localhost/publications/articles/Journal18/1970/Article616
"",Alkuin Cicora,http://localhost/publications/articles/Journal5/1971/Article181
"",Yunosuke Nolder,http://localhost/publications/articles/Journal8/1971/Article311
"",Olfereva Kamalii,http://localhost/publications/articles/Journal16/1971/Article646
"",Ludger Tyrus,http://localhost/publications/articles/Journal18/1971/Article705
"",Timothy Borroto,http://localhost/publications/articles/Journal18/1971/Article714
"",Mumina Borgelt,http://localhost/publications/articles/Journal20/1971/Article811
"",Kolby Danyow,http://localhost/publications/articles/Journal3/1972/Article918
"",Kazu Witzke,http://localhost/publications/articles/Journal4/1972/Article119
"",Panthea Genga,http://localhost/publications/articles/Journal7/1972/Article221
"",Mauty Ly,http://localhost/publications/articles/Journal4/1958/Article136
"",Bradwr Dulong,http://localhost/publications/articles/Journal1/1960/Article20
"",Tiffany Feagin,http://localhost/publications/articles/Journal5/1961/Article168
"",Tiffany Feagin,http://localhost/publications/articles/Journal1/1962/Article12
"",Cody Mathena,http://localhost/publications/articles/Journal6/1962/Article166
"",Cornelius Dolak,http://localhost/publications/articles/Journal1/1948/Article51
"",Cornelius Dolak,http://localhost/publications/articles/Journal1/1949/Article1
"",Maysak Anetsberger,http://localhost/publications/articles/Journal1/1949/Article19
"",Dyllon Duncil,http://localhost/publications/articles/Journal4/1964/Article116
"",Arshad Schueller,http://localhost/publications/articles/Journal6/1964/Article213
1964,Ardwyad Ketola,http://localhost/publications/incolls/1964/Incollection4
"",Popliia Stewart,http://localhost/publications/articles/Journal9/1964/Article307
"",Dhaafir December,http://localhost/publications/articles/Journal9/1965/Article329
"",Hamad Kohrs,http://localhost/publications/articles/Journal6/1966/Article243
"",AbdurRaheem Covotta,http://localhost/publications/articles/Journal3/1967/Article88
"",Julianne Delaremore,http://localhost/publications/articles/Journal4/1967/Article136
"",Uchdryd Locicero,http://localhost/publications/articles/Journal2/1951/Article63
"",Uchdryd Locicero,http://localhost/publications/articles/Journal1/1952/Article11
"",Denelle Mcgloin,http://localhost/publications/articles/Journal3/1968/Article91
"",Treana Prondzinski,http://localhost/publications/articles/Journal4/1968/Article164
"",Ysabelle Cohlmia,http://localhost/publications/articles/Journal11/1968/Article457
"",Ysabelle Cohlmia,http://localhost/publications/articles/Journal2/1969/Article53
"",Doda Wier,http://localhost/publications/articles/Journal11/1968/Article461
"",Zaza Salach,http://localhost/publications/articles/Journal5/1969/Article194
"",Ivonne Elreda,http://localhost/publications/articles/Journal2/1952/Article70
"",Tekli Catt,http://localhost/publications/articles/Journal10/1969/Article386
"",Mayra Khuu,http://localhost/publications/articles/Journal12/1969/Article442
"",Gaynor Noonkester,http://localhost/publications/articles/Journal6/1970/Article214
"",Iuliania Ruggiero,http://localhost/publications/articles/Journal8/1970/Article271
1953,Sadahige Taglialatela,http://localhost/publications/incolls/1953/Incollection2
"",Haripriya Kleckner,http://localhost/publications/articles/Journal19/1970/Article644
"",Sacha Kotrba,http://localhost/publications/articles/Journal2/1954/Article57
"",Christiano Snare,http://localhost/publications/articles/Journal13/1971/Article500
"",Deana Escober,http://localhost/publications/articles/Journal14/1971/Article565
"",Chalina Stradling,http://localhost/publications/articles/Journal4/1972/Article109
"",Marzooqa Stuermer,http://localhost/publications/articles/Journal1/1955/Article22
"",Cynthia Browning,http://localhost/publications/articles/Journal7/1972/Article208
"",Marous Payeur,http://localhost/publications/articles/Journal2/1955/Article72
"",Kent Taurino,http://localhost/publications/articles/Journal3/1955/Article96
"",Seihachi Buswell,http://localhost/publications/articles/Journal3/1955/Article114
"",Seihachi Buswell,http://localhost/publications/articles/Journal1/1956/Article19
"",Galla Arnzen,http://localhost/publications/articles/Journal4/1957/Article128
"",Marira Igler,http://localhost/publications/articles/Journal1/1958/Article23
"",Claudie Obst,http://localhost/publications/articles/Journal6/1960/Article215
"",Claudie Obst,http://localhost/publications/articles/Journal1/1961/Article9
"",Ludolfina Hinley,http://localhost/publications/articles/Journal4/1961/Article122
"",Ghassaan Kister,http://localhost/publications/articles/Journal6/1961/Article201
1962,Ghita Pitonyak,http://localhost/publications/incolls/1962/Incollection2
"",Bronko Redwood,http://localhost/publications/articles/Journal7/1962/Article211
"",Bronko Redwood,http://localhost/publications/articles/Journal1/1963/Article23
"",Libby Decurtis,http://localhost/publications/articles/Journal2/1964/Article57
"",Vladilen Miernik,http://localhost/publications/articles/Journal3/1964/Article68
"",Yama Shbi,http://localhost/publications/articles/Journal4/1964/Article107
"",Laverna Nodurft,http://localhost/publications/articles/Journal8/1965/Article292
"",Anas Swindler,http://localhost/publications/articles/Journal9/1965/Article325
"",Akshita Denoyelles,http://localhost/publications/articles/Journal3/1966/Article85
"",Petrelis Welch,http://localhost/publications/articles/Journal7/1966/Article271
"",Gamaliel Korbar,http://localhost/publications/articles/Journal9/1966/Article336
"",Matsusuke Yerkey,http://localhost/publications/articles/Journal3/1967/Article79
"",Katyushka Gabriele,http://localhost/publications/articles/Journal1/1951/Article25
"",Llewelyn Laforest,http://localhost/publications/articles/Journal8/1967/Article309
"",Sixtus Turbyfill,http://localhost/publications/articles/Journal6/1968/Article233
"",Hasana Kosmicki,http://localhost/publications/articles/Journal8/1968/Article323
"",Berthild Tronzo,http://localhost/publications/articles/Journal12/1968/Article490
"",Berthild Tronzo,http://localhost/publications/articles/Journal2/1969/Article70
"",Agnia Falldorf,http://localhost/publications/articles/Journal4/1969/Article173
"",Rasine Kukauskas,http://localhost/publications/articles/Journal7/1969/Article271
"",Elbanco Heyliger,http://localhost/publications/articles/Journal9/1969/Article339
"",Wadeea Teresa,http://localhost/publications/articles/Journal11/1969/Article411
"",Cooper Precissi,http://localhost/publications/articles/Journal14/1969/Article507
"",Patricia Hignite,http://localhost/publications/articles/Journal14/1969/Article528
"",Ranjan Fron,http://localhost/publications/articles/Journal14/1969/Article529
"",Lais Zimmermann,http://localhost/publications/articles/Journal3/1970/Article101
"",Shigekazu Wydner,http://localhost/publications/articles/Journal3/1970/Article103
"",Naazim Heyser,http://localhost/publications/articles/Journal6/1970/Article219
"",Ihina Sullinger,http://localhost/publications/articles/Journal12/1970/Article401
"",Alasd Uhler,http://localhost/publications/articles/Journal13/1970/Article422
1970,Hendrik Longe,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding352
"",Victor Bickerton,http://localhost/publications/articles/Journal11/1971/Article423
"",Victor Bickerton,http://localhost/publications/articles/Journal3/1972/Article94
"",Levon Jacquet,http://localhost/publications/articles/Journal12/1971/Article474
"",Shantice Baras,http://localhost/publications/articles/Journal13/1971/Article527
"",Yanika Mowles,http://localhost/publications/articles/Journal14/1971/Article539
"",Reydel Adens,http://localhost/publications/articles/Journal15/1971/Article584
"",Koby Pascascio,http://localhost/publications/articles/Journal20/1971/Article796
"",Sadie Eduardo,http://localhost/publications/articles/Journal9/1972/Article876
"",Vilena Orillion,http://localhost/publications/articles/Journal1/1956/Article27
"",Meghana Troglin,http://localhost/publications/articles/Journal5/1960/Article152
"",Nahoko Waidelich,http://localhost/publications/articles/Journal3/1962/Article78
"",Katrina Hilgers,http://localhost/publications/articles/Journal4/1962/Article113
"",Kimiko Draheim,http://localhost/publications/articles/Journal5/1963/Article144
"",Araceli Ertel,http://localhost/publications/articles/Journal1/1941/Article13
"",Zdzislaba Inafuku,http://localhost/publications/articles/Journal4/1964/Article127
"",Zdzislaba Inafuku,http://localhost/publications/articles/Journal1/1965/Article1
"",Steverino Filas,http://localhost/publications/articles/Journal7/1964/Article343
"",Maajid Loghry,http://localhost/publications/articles/Journal8/1964/Article276
"",Eshita Whitby,http://localhost/publications/articles/Journal2/1949/Article47
"",Mashal Fera,http://localhost/publications/articles/Journal7/1965/Article255
"",Harshal Bocook,http://localhost/publications/articles/Journal8/1966/Article325
"",Ioakim Wigg,http://localhost/publications/articles/Journal9/1966/Article337
"",Chan Weinfeld,http://localhost/publications/articles/Journal9/1966/Article350
"",Afyia Gines,http://localhost/publications/articles/Journal1/1951/Article16
"",Kiyomasu Simank,http://localhost/publications/articles/Journal3/1967/Article99
"",Betty Crosdale,http://localhost/publications/articles/Journal4/1967/Article128
"",Faustus Camera,http://localhost/publications/articles/Journal7/1967/Article268
"",Greger Guimaraes,http://localhost/publications/articles/Journal4/1968/Article134
"",Kennedy Hansbury,http://localhost/publications/articles/Journal11/1968/Article435
"",Kennedy Hansbury,http://localhost/publications/articles/Journal1/1969/Article44
"",Roseann Ora,http://localhost/publications/articles/Journal2/1952/Article39
"",Taqi Maglaya,http://localhost/publications/articles/Journal12/1968/Article487
"",Taqi Maglaya,http://localhost/publications/articles/Journal2/1969/Article69
"",Alphonse Levere,http://localhost/publications/articles/Journal6/1969/Article224
1969,Signe Turne,http://localhost/publications/incolls/1969/Incollection5
"",Kamillra Buckley,http://localhost/publications/articles/Journal14/1969/Article544
"",Marnix Hagadone,http://localhost/publications/articles/Journal2/1970/Article64
"",Broderick Schwier,http://localhost/publications/articles/Journal7/1970/Article261
"",Zakia Beckom,http://localhost/publications/articles/Journal9/1970/Article305
"",Zakia Beckom,http://localhost/publications/articles/Journal1/1971/Article31
"",Lidka Orcutt,http://localhost/publications/articles/Journal9/1970/Article321
"",Lidka Orcutt,http://localhost/publications/articles/Journal2/1971/Article46
"",Albero Lisherness,http://localhost/publications/articles/Journal12/1970/Article412
"",Alhertina Markson,http://localhost/publications/articles/Journal14/1970/Article667
"",Mark Tangen,http://localhost/publications/articles/Journal16/1970/Article542
"",Kinuye Saxbury,http://localhost/publications/articles/Journal3/1971/Article118
"",Eloise Brindle,http://localhost/publications/articles/Journal5/1971/Article194
"",Silas Lube,http://localhost/publications/articles/Journal7/1971/Article268
"",Rashard Slessman,http://localhost/publications/articles/Journal12/1971/Article470
"",Elgiva Bubar,http://localhost/publications/articles/Journal12/1971/Article485
"",Honey Eidinger,http://localhost/publications/articles/Journal3/1954/Article81
"",Akshara Noaks,http://localhost/publications/articles/Journal16/1971/Article630
"",Toro Hinderer,http://localhost/publications/articles/Journal19/1971/Article752
"",Tamanna Tyndal,http://localhost/publications/articles/Journal4/1972/Article116
"",Manya Florido,http://localhost/publications/articles/Journal7/1972/Article222
"",Elisaveta Ponte,http://localhost/publications/articles/Journal9/1972/Article265
"",Tino Mendonsa,http://localhost/publications/articles/Journal3/1955/Article97
"",Izarra Zackery,http://localhost/publications/articles/Journal3/1955/Article121
"",Emanuelle Armillei,http://localhost/publications/articles/Journal2/1957/Article40
"",Thaaqib Skender,http://localhost/publications/articles/Journal3/1958/Article73
"",Takeji Wawrzyniak,http://localhost/publications/articles/Journal3/1959/Article166
"",Mitag Guarriello,http://localhost/publications/articles/Journal5/1963/Article170
"",Landeline Sevenbergen,http://localhost/publications/articles/Journal7/1963/Article244
"",Lucile Homola,http://localhost/publications/articles/Journal2/1949/Article39
"",Cuartio Palmquist,http://localhost/publications/articles/Journal9/1964/Article336
"",Helmer Carls,http://localhost/publications/articles/Journal5/1965/Article174
"",Stana Haukaas,http://localhost/publications/articles/Journal6/1966/Article245
"",Courtenay Babjeck,http://localhost/publications/articles/Journal10/1966/Article379
"",Kristian Morocco,http://localhost/publications/articles/Journal4/1967/Article118
"",Antonia Orth,http://localhost/publications/articles/Journal7/1967/Article261
"",Antonia Orth,http://localhost/publications/articles/Journal2/1968/Article58
"",Fritz Feimster,http://localhost/publications/articles/Journal7/1968/Article271
"",Analee Marich,http://localhost/publications/articles/Journal10/1968/Article390
"",Analee Marich,http://localhost/publications/articles/Journal1/1969/Article18
"",Darrell Kofa,http://localhost/publications/articles/Journal14/1968/Article559
"",Yoshitomo Fennig,http://localhost/publications/articles/Journal3/1969/Article115
"",Gloriosa Roessing,http://localhost/publications/articles/Journal7/1969/Article252
"",Viola Saddat,http://localhost/publications/articles/Journal2/1970/Article76
"",Soroka Wilabay,http://localhost/publications/articles/Journal3/1970/Article123
"",Koki Borgeson,http://localhost/publications/articles/Journal6/1970/Article659
"",Engelberta Ushioda,http://localhost/publications/articles/Journal9/1970/Article293
"",Engelberta Ushioda,http://localhost/publications/articles/Journal1/1971/Article18
"",Idda Tallas,http://localhost/publications/articles/Journal14/1970/Article478
1970,Anatolio Kowal,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding374
"",Shelly Kissee,http://localhost/publications/articles/Journal7/1971/Article265
"",Igor Niebyl,http://localhost/publications/articles/Journal16/1971/Article614
"",Christobel Shewbridge,http://localhost/publications/articles/Journal16/1971/Article646
"",Aksana Chander,http://localhost/publications/articles/Journal19/1971/Article772
"",Raca Danca,http://localhost/publications/articles/Journal20/1971/Article779
"",Aleece Thorn,http://localhost/publications/articles/Journal3/1954/Article104
"",Aleece Thorn,http://localhost/publications/articles/Journal1/1955/Article2
"",Wigand Coniglio,http://localhost/publications/articles/Journal5/1972/Article151
"",Tadakuni Korineck,http://localhost/publications/articles/Journal9/1972/Article264
"",Ikue Rippee,http://localhost/publications/articles/Journal3/1955/Article94
"",Ikue Rippee,http://localhost/publications/articles/Journal1/1956/Article6
"",Avaon Espinel,http://localhost/publications/articles/Journal1/1958/Article29
"",Kirti Rines,http://localhost/publications/articles/Journal3/1958/Article102
"",Consolacion Lodge,http://localhost/publications/articles/Journal4/1958/Article137
"",Hanson Deck,http://localhost/publications/articles/Journal4/1958/Article145
"",Edelberta Kung,http://localhost/publications/articles/Journal4/1958/Article156
"",Dontrell Kirkhart,http://localhost/publications/articles/Journal2/1959/Article62
"",Alknoos Attaway,http://localhost/publications/articles/Journal3/1959/Article69
"",Okiku Morence,http://localhost/publications/articles/Journal1/1960/Article216
"",Taishineia Hudnall,http://localhost/publications/articles/Journal2/1961/Article48
"",Brite Girman,http://localhost/publications/articles/Journal2/1961/Article79
"",Guyton Caspari,http://localhost/publications/articles/Journal1/1962/Article280
"",Yanire Holdridge,http://localhost/publications/articles/Journal5/1962/Article152
"",Rajna Citrano,http://localhost/publications/articles/Journal6/1962/Article190
"",Rajna Citrano,http://localhost/publications/articles/Journal1/1963/Article3
"",Akaka Buron,http://localhost/publications/articles/Journal5/1963/Article154
"",Maricha Eckerson,http://localhost/publications/articles/Journal5/1964/Article176
"",Michizane Krips,http://localhost/publications/articles/Journal2/1949/Article59
"",Ksana Widder,http://localhost/publications/articles/Journal6/1965/Article204
"",Trystan Mersinger,http://localhost/publications/articles/Journal7/1965/Article234
"",Juanisha Seppi,http://localhost/publications/articles/Journal1/1950/Article27
"",Edna Dawes,http://localhost/publications/articles/Journal4/1966/Article143
"",Edna Dawes,http://localhost/publications/articles/Journal1/1967/Article17
"",Myrtle Joliet,http://localhost/publications/articles/Journal5/1966/Article177
"",Myrtle Joliet,http://localhost/publications/articles/Journal2/1967/Article51
1951,Govannon Starwalt,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding22
"",Reginlind Defilippo,http://localhost/publications/articles/Journal8/1966/Article309
"",Lauriane Re,http://localhost/publications/articles/Journal6/1968/Article250
"",Jayanti Schott,http://localhost/publications/articles/Journal7/1968/Article274
"",Friederike Ivers,http://localhost/publications/articles/Journal8/1968/Article322
"",Emanuele Goldsberry,http://localhost/publications/articles/Journal10/1968/Article419
"",Emanuele Goldsberry,http://localhost/publications/articles/Journal1/1969/Article32
"",Sabaaha Spargo,http://localhost/publications/articles/Journal11/1968/Article464
"",Sabaaha Spargo,http://localhost/publications/articles/Journal2/1969/Article57
"",Lukretia Mosho,http://localhost/publications/articles/Journal12/1968/Article477
"",Cade Cregger,http://localhost/publications/articles/Journal10/1969/Article373
"",Junji Batalla,http://localhost/publications/articles/Journal11/1969/Article413
"",Mercedes Nikodem,http://localhost/publications/articles/Journal13/1969/Article493
"",Yoshikazu Determann,http://localhost/publications/articles/Journal2/1970/Article59
"",Khvalibud Crome,http://localhost/publications/articles/Journal2/1970/Article82
"",Quinta Marlett,http://localhost/publications/articles/Journal9/1970/Article298
"",Quinta Marlett,http://localhost/publications/articles/Journal1/1971/Article24
"",Yasutoki Mugford,http://localhost/publications/articles/Journal9/1970/Article326
"",Yasutoki Mugford,http://localhost/publications/articles/Journal2/1971/Article51
"",Yoritoki Powe,http://localhost/publications/articles/Journal12/1970/Article703
1970,Gifion Krishman,http://localhost/publications/inprocs/Proceeding8/1970/Inproceeding317
"",Enceladus Samide,http://localhost/publications/articles/Journal17/1970/Article569
"",Ursula Kokko,http://localhost/publications/articles/Journal6/1971/Article230
"",Karysha Weigert,http://localhost/publications/articles/Journal6/1971/Article230
"",Jascha Plantier,http://localhost/publications/articles/Journal2/1954/Article49
"",Jascha Plantier,http://localhost/publications/articles/Journal1/1955/Article16
"",Dikana Buttram,http://localhost/publications/articles/Journal11/1971/Article442
"",Yoshida Volo,http://localhost/publications/articles/Journal3/1954/Article69
"",Wynn Abreo,http://localhost/publications/articles/Journal16/1971/Article638
"",Juan Dietz,http://localhost/publications/articles/Journal18/1971/Article708
"",Erminia Damrell,http://localhost/publications/articles/Journal1/1944/Article14
"",Taliyah Jafari,http://localhost/publications/articles/Journal1/1944/Article30
"",Taliyah Jafari,http://localhost/publications/articles/Journal1/1945/Article2
"",Nadya Rougier,http://localhost/publications/articles/Journal4/1957/Article150
"",Nadya Rougier,http://localhost/publications/articles/Journal1/1958/Article1
"",Liron Pilant,http://localhost/publications/articles/Journal2/1958/Article47
"",Augustus Inbody,http://localhost/publications/articles/Journal3/1958/Article92
"",Shahaada Corak,http://localhost/publications/articles/Journal2/1960/Article53
"",Aristomnis Dauber,http://localhost/publications/articles/Journal1/1948/Article26
"",Jemarcus Pontbriand,http://localhost/publications/articles/Journal3/1964/Article77
"",Lamberdina Nichalson,http://localhost/publications/articles/Journal7/1964/Article231
"",Shun Zaruba,http://localhost/publications/articles/Journal7/1964/Article234
"",Gavril Treible,http://localhost/publications/articles/Journal7/1965/Article237
"",Carli Maggert,http://localhost/publications/articles/Journal2/1950/Article34
"",Huldah Moua,http://localhost/publications/articles/Journal6/1966/Article246
"",Petrovna Petruso,http://localhost/publications/articles/Journal7/1966/Article295
"",Sherece Yori,http://localhost/publications/articles/Journal10/1966/Article366
"",Khairi Guckin,http://localhost/publications/articles/Journal9/1967/Article337
"",Raktim Alevedo,http://localhost/publications/articles/Journal4/1968/Article145
"",James Jeanes,http://localhost/publications/articles/Journal4/1968/Article160
"",Pureza Adjutant,http://localhost/publications/articles/Journal4/1968/Article164
"",Sierra Brause,http://localhost/publications/articles/Journal5/1968/Article208
"",Mallika Furia,http://localhost/publications/articles/Journal7/1968/Article293
"",Trevelyan Belitz,http://localhost/publications/articles/Journal4/1969/Article167
"",Zhivana Borovec,http://localhost/publications/articles/Journal11/1969/Article391
"",Flora Aveni,http://localhost/publications/articles/Journal1/1953/Article21
"",Hasina Trnka,http://localhost/publications/articles/Journal1/1970/Article22
"",Else Buckmiller,http://localhost/publications/articles/Journal11/1970/Article357
"",Else Buckmiller,http://localhost/publications/articles/Journal3/1971/Article85
"",Tywysog Kaliszuk,http://localhost/publications/articles/Journal14/1970/Article463
"",Poseidon Bickerstaff,http://localhost/publications/articles/Journal16/1970/Article537
"",Telek Cruel,http://localhost/publications/articles/Journal17/1970/Article561
"",Kaleria Norrington,http://localhost/publications/articles/Journal9/1971/Article340
"",Kaleria Norrington,http://localhost/publications/articles/Journal1/1972/Article7
"",nthimi Wrubel,http://localhost/publications/articles/Journal11/1971/Article435
"",Lenora Bidell,http://localhost/publications/articles/Journal12/1971/Article472
"",Matilda Lain,http://localhost/publications/articles/Journal1/1972/Article844
"",Abderus Boston,http://localhost/publications/articles/Journal1/1955/Article33
"",Luci Adolfo,http://localhost/publications/articles/Journal2/1955/Article83
"",Astamata Micthell,http://localhost/publications/articles/Journal2/1958/Article36
"",Rintaro Axson,http://localhost/publications/articles/Journal2/1958/Article50
"",Falk Defoe,http://localhost/publications/articles/Journal2/1959/Article68
"",Francisca Gofton,http://localhost/publications/articles/Journal3/1959/Article100
"",Abbigale Ingold,http://localhost/publications/articles/Journal3/1959/Article103
"",Dawn Lauinger,http://localhost/publications/articles/Journal1/1946/Article33
"",Dawn Lauinger,http://localhost/publications/articles/Journal1/1947/Article14
"",Kazuo Pitz,http://localhost/publications/articles/Journal4/1960/Article125
"",Alyss Wuitschick,http://localhost/publications/articles/Journal1/1947/Article43
"",Alyss Wuitschick,http://localhost/publications/articles/Journal1/1948/Article14
"",Gottlieb Eckis,http://localhost/publications/articles/Journal6/1962/Article257
"",Kaleigh Spelman,http://localhost/publications/articles/Journal7/1962/Article211
"",Kaleigh Spelman,http://localhost/publications/articles/Journal1/1963/Article23
"",Iemochi Sosebee,http://localhost/publications/articles/Journal4/1964/Article349
"",Lorda Bak,http://localhost/publications/articles/Journal7/1964/Article352
"",Carolyn Yacullo,http://localhost/publications/articles/Journal3/1965/Article82
"",Amora Ockmond,http://localhost/publications/articles/Journal1/1950/Article16
"",Josu Colligan,http://localhost/publications/articles/Journal7/1965/Article260
"",JesusErnesto Leistner,http://localhost/publications/articles/Journal5/1966/Article216
"",Anatole Iacovetto,http://localhost/publications/articles/Journal5/1966/Article216
"",Doroteya Leibe,http://localhost/publications/articles/Journal6/1966/Article244
"",Hanshiro Roja,http://localhost/publications/articles/Journal7/1967/Article262
"",Hanshiro Roja,http://localhost/publications/articles/Journal2/1968/Article59
"",Crisann Halsted,http://localhost/publications/articles/Journal9/1967/Article346
"",Shaquand Dolhon,http://localhost/publications/articles/Journal11/1967/Article428
"",Joanne Waldbauer,http://localhost/publications/articles/Journal12/1967/Article440
"",Odanda Zwingman,http://localhost/publications/articles/Journal6/1968/Article223
"",Yori Coker,http://localhost/publications/articles/Journal6/1968/Article257
"",Lamar Burkel,http://localhost/publications/articles/Journal12/1968/Article494
"",Lamar Burkel,http://localhost/publications/articles/Journal2/1969/Article73
"",Cornlie Allaband,http://localhost/publications/articles/Journal9/1969/Article362
"",Everette Munir,http://localhost/publications/articles/Journal6/1970/Article221
"",Kammi Shiring,http://localhost/publications/articles/Journal7/1970/Article254
"",Danica Estell,http://localhost/publications/articles/Journal14/1970/Article461
"",Liane Hakeem,http://localhost/publications/articles/Journal16/1970/Article688
"",Meagan Heebner,http://localhost/publications/articles/Journal9/1971/Article350
"",Meagan Heebner,http://localhost/publications/articles/Journal1/1972/Article19
"",Kirilovskaia Benari,http://localhost/publications/articles/Journal10/1971/Article418
"",Kirilovskaia Benari,http://localhost/publications/articles/Journal3/1972/Article87
"",Ratka Selkey,http://localhost/publications/articles/Journal11/1971/Article440
"",Talas Grammont,http://localhost/publications/articles/Journal13/1971/Article517
"",Kitahachi Lattrell,http://localhost/publications/articles/Journal18/1971/Article700
"",Ellis Dugay,http://localhost/publications/articles/Journal19/1971/Article749
1972,Shakia Kleiboeker,http://localhost/publications/incolls/1972/Incollection3
"",Adishree Martinel,http://localhost/publications/articles/Journal2/1955/Article54
"",Nyusha Karns,http://localhost/publications/articles/Journal3/1956/Article88
"",Eldon Ulatowski,http://localhost/publications/articles/Journal3/1956/Article105
"",Trinh Brihm,http://localhost/publications/articles/Journal1/1957/Article36
"",Skylar Buesing,http://localhost/publications/articles/Journal4/1957/Article135
"",Ermid Soun,http://localhost/publications/articles/Journal4/1957/Article154
"",Janile Arne,http://localhost/publications/articles/Journal3/1958/Article69
"",Janile Arne,http://localhost/publications/articles/Journal1/1959/Article10
"",Peadair Lann,http://localhost/publications/articles/Journal4/1959/Article182
"",Fina Devary,http://localhost/publications/articles/Journal5/1959/Article168
"",Tansy Benders,http://localhost/publications/articles/Journal6/1960/Article201
"",Koin Norenberg,http://localhost/publications/articles/Journal2/1962/Article37
"",Bridget Hackenberg,http://localhost/publications/articles/Journal2/1962/Article274
1962,Iesada Loubier,http://localhost/publications/incolls/1962/Incollection3
"",Magnus Slovacek,http://localhost/publications/articles/Journal6/1963/Article214
"",Hiroyuki Prochnow,http://localhost/publications/articles/Journal7/1963/Article256
"",Alysa Meis,http://localhost/publications/articles/Journal8/1963/Article316
"",Alysa Meis,http://localhost/publications/articles/Journal1/1964/Article13
"",Troika Correy,http://localhost/publications/articles/Journal4/1964/Article109
"",Ophira Haufler,http://localhost/publications/articles/Journal4/1964/Article117
"",Kinji Jantzen,http://localhost/publications/articles/Journal5/1964/Article166
"",Kinji Jantzen,http://localhost/publications/articles/Journal2/1965/Article48
"",Oenomaus Fiorillo,http://localhost/publications/articles/Journal6/1964/Article206
"",Josias Przedwiecki,http://localhost/publications/articles/Journal3/1965/Article96
"",Timotheus Goettsch,http://localhost/publications/articles/Journal3/1965/Article99
"",Sigfrid Debenedetto,http://localhost/publications/articles/Journal3/1966/Article75
"",WanChih Mensing,http://localhost/publications/articles/Journal3/1966/Article100
"",Shelia Judy,http://localhost/publications/articles/Journal5/1966/Article179
"",Shelia Judy,http://localhost/publications/articles/Journal2/1967/Article52
"",Aizdiakova Liceaga,http://localhost/publications/articles/Journal10/1966/Article401
"",Amaoebus Hammang,http://localhost/publications/articles/Journal3/1967/Article78
"",Praskovja Sill,http://localhost/publications/articles/Journal7/1967/Article278
"",Ira Naftzger,http://localhost/publications/articles/Journal7/1967/Article279
"",Jina Bar,http://localhost/publications/articles/Journal9/1967/Article335
"",Efthima Franc,http://localhost/publications/articles/Journal10/1967/Article383
"",Debby Correale,http://localhost/publications/articles/Journal3/1968/Article90
